researcher_id,coauthor_count,shared_paper_strength,fractional_collaboration_strength,component,component_size,in_giant_component,community
ur.01002564541.47,31,31.0,1.0000002,0,59091,True,7
ur.01002570303.46,639,876.0,28.999998,0,59091,True,11
ur.01002573047.54,13,26.0,2.0,0,59091,True,3
ur.01002573740.43,54,54.0,1.0000001,0,59091,True,13
ur.010026010614.02,4,4.0,1.0,71,5,False,1017
ur.010026060664.98,13,31.0,4.0,0,59091,True,4
ur.01002612370.02,123,128.0,2.0000002,0,59091,True,52
ur.01002614043.26,90,384.0,5.0,0,59091,True,27
ur.010026146036.10,15,15.0,0.99999994,0,59091,True,41
ur.010026147636.63,5,14.0,4.0,0,59091,True,10
ur.01002616026.32,736,1784.0,12.0,0,59091,True,2
ur.01002616645.26,10,32.0,4.0,0,59091,True,9
ur.01002621017.28,30,30.0,1.0000002,0,59091,True,15
ur.010026244375.24,11,11.0,1.0000001,0,59091,True,7
ur.01002627173.64,21,21.0,1.0,0,59091,True,2
ur.010026313210.94,11,11.0,1.0000001,0,59091,True,4
ur.01002632723.30,9,9.0,1.0000001,0,59091,True,2
ur.010026366073.37,4,4.0,1.0,0,59091,True,38
ur.010026432130.26,1570,1570.0,1.0000001,0,59091,True,5
ur.01002652773.15,761,1456.0,15.0,0,59091,True,1
ur.01002656510.36,65,76.0,1.9999999,0,59091,True,1
ur.010026615761.51,2,2.0,0.99999994,72,3,False,1455
ur.010026700626.62,16,16.0,1.0,0,59091,True,1
ur.010026701727.69,6,11.0,2.0,0,59091,True,7
ur.01002671165.77,21,21.0,1.0,0,59091,True,108
ur.010026712004.83,16,31.0,1.9999995,0,59091,True,8
ur.01002672601.20,1,1.0,1.0,73,2,False,1507
ur.010026736652.29,10,10.0,1.0,74,21,False,129
ur.01002676233.29,227,446.0,5.0000005,0,59091,True,15
ur.010027017246.17,68,72.0,2.0,0,59091,True,27
ur.01002703721.56,14,15.0,2.0,0,59091,True,42
ur.01002733575.88,19,56.0,12.0,0,59091,True,19
ur.010027411175.63,7,7.0,0.99999994,0,59091,True,33
ur.01002747270.07,214,367.0,3.0,0,59091,True,1
ur.01002751512.73,1086,2568.0,8.999999,0,59091,True,1
ur.01002757263.60,8,8.0,0.99999994,0,59091,True,41
ur.01002760245.88,53,53.0,0.9999999,0,59091,True,1
ur.010027615353.91,37,37.0,0.9999999,0,59091,True,1
ur.010027700135.72,5,5.0,0.99999994,75,6,False,732
ur.01002772532.62,7,14.0,4.9999995,76,8,False,453
ur.010027753565.71,25,51.0,2.9999998,0,59091,True,1
ur.010027772475.49,8,16.0,1.9999999,0,59091,True,39
ur.01003002264.61,514,964.0,8.0,0,59091,True,1
ur.01003004044.62,7,7.0,0.99999994,0,59091,True,10
ur.01003006145.07,11,11.0,1.0000001,0,59091,True,2
ur.010030117675.12,19,19.0,0.9999999,0,59091,True,10
ur.010030123332.75,4,4.0,1.0,0,59091,True,4
ur.01003033516.37,24,89.0,9.000001,0,59091,True,14
ur.010030343724.58,29,44.0,4.0,0,59091,True,9
ur.01003042723.28,5,5.0,0.99999994,77,6,False,710
ur.01003044003.02,1080,2349.0,12.0,0,59091,True,1
ur.01003044157.04,19,35.0,2.0,0,59091,True,11
ur.01003057150.69,31,98.0,8.0,0,59091,True,56
ur.010030577653.29,8,15.0,1.9999998,0,59091,True,38
ur.010030636503.42,18,31.0,2.0,0,59091,True,16
ur.01003067070.43,14,28.0,1.9999995,0,59091,True,7
ur.010030702743.82,10,20.0,2.0,0,59091,True,52
ur.010030732673.38,53,87.0,4.0,0,59091,True,22
ur.010031006011.95,19,19.0,0.9999999,0,59091,True,10
ur.010031124525.24,1806,2527.0,2.0,0,59091,True,5
ur.010031131001.37,23,23.0,1.0,0,59091,True,1
ur.01003116526.31,12,19.0,2.0000002,64,25,False,121
ur.010031203570.99,25,52.0,3.0,0,59091,True,23
ur.01003120421.26,40,101.0,7.9999995,0,59091,True,6
ur.01003123500.46,5,18.0,4.0,78,6,False,670
ur.01003125002.39,4,4.0,1.0,0,59091,True,51
ur.01003126600.09,244,256.0,2.0,0,59091,True,10
ur.010031303012.00,22,22.0,1.0000001,0,59091,True,22
ur.010031351515.49,8,8.0,0.99999994,0,59091,True,13
ur.010031461170.96,11,11.0,1.0000001,0,59091,True,37
ur.01003156731.73,38,72.0,8.0,0,59091,True,2
ur.010031570510.56,31,53.0,7.0,0,59091,True,17
ur.010031607435.93,29,29.0,1.9999998,0,59091,True,6
ur.010031645640.45,34,37.0,1.9999998,0,59091,True,37
ur.01003175236.82,21,21.0,1.0,0,59091,True,2
ur.01003177447.77,18,20.0,2.0,0,59091,True,18
ur.01003202244.36,10,22.0,2.9999998,0,59091,True,14
ur.01003203377.38,14,25.0,2.0,0,59091,True,4
ur.01003203525.99,30,33.0,1.9999999,0,59091,True,8
ur.01003204363.18,116,518.0,54.000004,0,59091,True,21
ur.01003214052.57,168,168.0,2.9999998,0,59091,True,36
ur.01003221325.28,10,10.0,1.0,0,59091,True,72
ur.010032305446.12,31,64.0,4.9999995,0,59091,True,6
ur.010032345435.10,18,18.0,1.0,0,59091,True,2
ur.01003236572.55,12,12.0,0.9999999,0,59091,True,2
ur.010032373037.39,51,51.0,2.0,0,59091,True,7
ur.010032421644.44,32,32.0,0.99999994,0,59091,True,16
ur.010032423164.95,10,10.0,1.0,0,59091,True,18
ur.010032426311.00,4,4.0,1.0,79,5,False,818
ur.010032431637.47,11,11.0,1.0000001,0,59091,True,26
ur.01003257410.44,434,663.0,4.0,0,59091,True,4
ur.010032576470.40,1570,1570.0,1.0000001,0,59091,True,5
ur.01003267534.42,12,12.0,0.9999999,0,59091,True,42
ur.010032744304.06,109,138.0,3.0,0,59091,True,11
ur.01003275415.57,1116,1961.0,25.999998,0,59091,True,1
ur.010032773646.54,4,4.0,1.0,80,5,False,860
ur.01003302402.05,234,235.0,2.0000005,0,59091,True,1
ur.010033034341.86,12,12.0,0.9999999,0,59091,True,2
ur.01003305063.29,183,183.0,0.99999994,0,59091,True,15
ur.010033134603.13,35,65.0,2.0,0,59091,True,36
ur.010033262352.30,10,19.0,2.0,0,59091,True,12
ur.010033267747.62,6,6.0,1.0,81,7,False,534
ur.01003332064.69,8,8.0,0.99999994,0,59091,True,40
ur.01003333656.98,39,48.0,2.0,0,59091,True,6
ur.010033350057.82,8,8.0,0.99999994,82,9,False,399
ur.01003335120.86,15,27.0,4.0,0,59091,True,19
ur.01003337070.56,30,30.0,1.0000002,0,59091,True,60
ur.010033413131.51,3,3.0,0.99999994,83,4,False,1156
ur.010033447512.34,30,30.0,1.0000002,0,59091,True,3
ur.01003345045.70,10,18.0,3.0000002,0,59091,True,14
ur.01003351401.74,1401,3690.0,67.0,0,59091,True,3
ur.010033525156.82,26,26.0,1.0000001,0,59091,True,10
ur.01003357753.12,21,33.0,1.9999998,0,59091,True,31
ur.01003361755.02,520,520.0,1.0,0,59091,True,1
ur.010033641400.26,175,195.0,2.9999995,0,59091,True,10
ur.010033644753.55,8,11.0,2.0,0,59091,True,33
ur.010033673437.33,13,32.0,4.0,0,59091,True,35
ur.010033702143.85,10,15.0,3.0,0,59091,True,3
ur.010033707704.96,91,219.0,3.0000005,0,59091,True,11
ur.010033710103.96,50,50.0,0.9999998,0,59091,True,10
ur.010033772336.98,7,7.0,0.99999994,0,59091,True,33
ur.01003401037.35,9,18.0,2.0000002,0,59091,True,8
ur.01003403663.56,794,926.0,4.9999995,0,59091,True,1
ur.01003407437.52,63,77.0,2.0,0,59091,True,3
ur.010034160650.25,3,3.0,0.99999994,84,4,False,1157
ur.01003416206.40,321,714.0,6.0,0,59091,True,2
ur.010034273157.52,16,16.0,1.9999998,0,59091,True,36
ur.01003433466.46,49,117.0,6.0,0,59091,True,25
ur.010034373272.05,21,21.0,1.0,0,59091,True,32
ur.01003441114.32,107,213.0,4.999999,0,59091,True,2
ur.010034430177.73,140,140.0,0.9999999,0,59091,True,2
ur.01003445670.17,30,30.0,1.0000002,0,59091,True,20
ur.01003446303.74,27,46.0,3.0,0,59091,True,38
ur.010034473476.62,5,5.0,0.99999994,0,59091,True,28
ur.01003465746.60,289,468.0,2.0,0,59091,True,2
ur.01003466553.33,109,163.0,8.999998,0,59091,True,22
ur.010034757461.04,64,64.0,1.0,0,59091,True,7
ur.01003477507.28,33,33.0,1.0,0,59091,True,27
ur.01003503526.25,14,39.0,6.0,0,59091,True,8
ur.010035067373.41,17,17.0,0.99999994,0,59091,True,23
ur.01003507023.06,56,56.0,0.9999999,0,59091,True,1
ur.010035103026.83,15,15.0,0.99999994,0,59091,True,13
ur.01003514013.72,4,4.0,1.0,85,5,False,825
ur.01003515704.28,85,135.0,14.000001,0,59091,True,77
ur.01003516637.17,84,84.0,1.0,0,59091,True,1
ur.010035305776.80,3,3.0,0.99999994,86,4,False,1219
ur.010035306020.95,163,163.0,0.99999994,0,59091,True,5
ur.01003541704.55,21,34.0,2.0,0,59091,True,2
ur.010035511174.44,13,13.0,1.0,0,59091,True,3
ur.010035524376.83,8,8.0,0.99999994,87,36,False,96
ur.01003556564.41,257,270.0,4.9999995,0,59091,True,14
ur.01003557251.38,60,78.0,6.9999986,0,59091,True,8
ur.01003564321.49,155,155.0,1.0000001,0,59091,True,1
ur.01003567773.05,40,78.0,3.9999998,0,59091,True,15
ur.01003573613.14,10,10.0,1.0,0,59091,True,8
ur.01003600517.13,53,53.0,0.9999999,0,59091,True,2
ur.01003601363.04,183,258.0,3.0,0,59091,True,19
ur.01003602127.76,105,105.0,1.0,0,59091,True,4
ur.010036046157.42,4,4.0,1.0,0,59091,True,61
ur.010036046423.54,4,4.0,1.0,88,5,False,981
ur.01003613220.05,29,63.0,5.0,0,59091,True,2
ur.010036161434.31,81,81.0,1.0,0,59091,True,3
ur.010036206766.70,74,130.0,2.0000002,0,59091,True,11
ur.01003622662.56,20,20.0,1.0,0,59091,True,1
ur.01003626204.49,181,249.0,1.9999999,0,59091,True,2
ur.010036274730.13,5,5.0,0.99999994,0,59091,True,71
ur.01003630545.46,10,10.0,1.0,0,59091,True,6
ur.010036342534.17,6,6.0,1.0,89,7,False,582
ur.01003636001.57,5,5.0,0.99999994,0,59091,True,3
ur.010036362711.49,60,60.0,0.9999999,0,59091,True,2
ur.01003650153.26,94,101.0,3.0,0,59091,True,28
ur.010036554227.59,1,1.0,1.0,90,2,False,1643
ur.01003664145.38,18,76.0,11.000001,0,59091,True,38
ur.01003666367.03,19,19.0,0.9999999,0,59091,True,12
ur.010036665446.50,11,11.0,1.9999998,0,59091,True,15
ur.010036736376.99,1570,1570.0,1.0000001,0,59091,True,5
ur.01003702636.72,6,6.0,1.0,0,59091,True,12
ur.010037033605.04,3,3.0,0.99999994,91,4,False,1226
ur.01003710361.37,565,996.0,21.0,0,59091,True,27
ur.010037111322.53,8,8.0,0.99999994,92,9,False,378
ur.010037171077.72,93,100.0,2.0000002,0,59091,True,6
ur.01003720241.02,957,957.0,0.9999998,0,59091,True,5
ur.010037245724.34,9,9.0,1.0000001,0,59091,True,6
ur.01003725424.65,672,1102.0,6.9999995,0,59091,True,2
ur.010037311446.00,3,3.0,0.99999994,0,59091,True,12
ur.010037324406.99,2,2.0,0.99999994,93,3,False,1343
ur.01003736154.60,54,54.0,1.0000001,0,59091,True,11
ur.01003737175.99,145,145.0,1.0,0,59091,True,1
ur.01003745061.52,251,251.0,1.0,0,59091,True,1
ur.01003745515.37,1,1.0,1.0,9,2,False,1681
ur.010037475204.49,26,57.0,6.9999995,0,59091,True,14
ur.010037525065.41,3,3.0,0.99999994,0,59091,True,4
ur.01003753621.71,987,1774.0,9.0,0,59091,True,1
ur.010037561103.34,22,36.0,7.0000005,0,59091,True,26
ur.01003756776.95,7,7.0,0.99999994,0,59091,True,44
ur.01003766221.99,166,166.0,1.0,0,59091,True,1
ur.010040034246.44,6,6.0,1.0,94,7,False,584
ur.010040065217.38,29,29.0,1.0,0,59091,True,26
ur.010040067373.07,12,12.0,0.9999999,0,59091,True,3
ur.010040100150.42,25,49.0,8.0,95,26,False,117
ur.01004013045.31,157,167.0,1.9999998,0,59091,True,23
ur.010040155720.16,24,122.0,10.0,0,59091,True,67
ur.01004023215.55,5,10.0,1.9999999,0,59091,True,5
ur.010040254771.05,88,88.0,1.0,0,59091,True,10
ur.01004034176.43,17,17.0,0.99999994,0,59091,True,17
ur.010040345037.64,226,277.0,4.9999995,0,59091,True,1
ur.01004044363.22,11,11.0,1.0000001,0,59091,True,45
ur.01004044562.31,520,520.0,1.0,0,59091,True,1
ur.01004050351.38,26,26.0,1.0000001,0,59091,True,118
ur.01004054335.09,18,34.0,1.9999998,0,59091,True,3
ur.010040573004.08,19,39.0,3.0,0,59091,True,16
ur.01004060651.13,30,51.0,2.9999995,0,59091,True,1
ur.010040626725.30,1806,2527.0,2.0,0,59091,True,5
ur.010040722427.81,10,10.0,1.0,0,59091,True,12
ur.01004075755.09,6,8.0,2.0,96,7,False,549
ur.010040772605.29,2,2.0,0.99999994,97,3,False,1346
ur.01004101035.79,74,74.0,1.0,0,59091,True,13
ur.010041024245.79,8,8.0,0.99999994,98,16,False,175
ur.01004106564.00,687,1142.0,2.9999998,0,59091,True,1
ur.010041116633.35,10,10.0,1.0,0,59091,True,7
ur.010041132165.96,1806,2527.0,2.0,0,59091,True,5
ur.01004116250.55,3,3.0,0.99999994,0,59091,True,51
ur.010041213557.51,8,15.0,1.9999998,0,59091,True,53
ur.01004123314.91,14,19.0,2.0,0,59091,True,202
ur.010041410501.43,10,14.0,2.0,0,59091,True,33
ur.010041502232.88,9,9.0,1.0000001,99,15,False,196
ur.010041511441.60,46,63.0,2.0000002,0,59091,True,51
ur.01004153144.54,11,22.0,2.0000002,0,59091,True,7
ur.010041552445.12,4,8.0,2.0,100,5,False,875
ur.01004156517.34,97,97.0,1.0,0,59091,True,10
ur.010041634444.73,17,17.0,0.99999994,0,59091,True,11
ur.010041642443.99,228,228.0,0.9999998,0,59091,True,17
ur.010041712133.86,3,3.0,0.99999994,101,4,False,1183
ur.010042001470.38,8,8.0,0.99999994,102,12,False,259
ur.01004203750.27,42,42.0,1.0000001,0,59091,True,1
ur.010042043715.75,7,7.0,0.99999994,103,10,False,335
ur.01004206277.35,5,5.0,0.99999994,104,6,False,786
ur.01004207473.59,10,10.0,1.0,0,59091,True,59
ur.010042106647.38,4,4.0,1.0,105,5,False,887
ur.010042121443.84,8,16.0,1.9999999,0,59091,True,11
ur.010042123317.48,3,3.0,0.99999994,0,59091,True,17
ur.01004213400.33,123,123.0,0.99999994,0,59091,True,1
ur.010042172106.66,29,66.0,4.9999995,0,59091,True,30
ur.010042207243.91,8,8.0,0.99999994,0,59091,True,24
ur.01004221466.52,24,24.0,1.0000001,0,59091,True,38
ur.01004223472.06,372,765.0,7.9999995,0,59091,True,1
ur.01004223512.37,22,38.0,2.9999995,0,59091,True,9
ur.010042250400.43,11,34.0,8.0,0,59091,True,4
ur.01004226204.37,19,19.0,0.9999999,0,59091,True,25
ur.010042267426.49,9,11.0,2.0,0,59091,True,18
ur.01004234064.08,15,15.0,0.99999994,0,59091,True,18
ur.010042353727.39,50,96.0,10.0,0,59091,True,13
ur.01004243733.71,4,4.0,1.0,0,59091,True,46
ur.01004245574.07,3,9.0,2.9999998,0,59091,True,5
ur.010042461174.93,2,2.0,0.99999994,106,3,False,1342
ur.01004251266.84,73,73.0,1.0,0,59091,True,20
ur.01004252221.06,10,10.0,1.0,0,59091,True,31
ur.010042541724.12,1,1.0,1.0,107,2,False,1474
ur.01004256260.20,47,47.0,1.0,0,59091,True,2
ur.010042573351.06,198,198.0,1.0000002,0,59091,True,1
ur.01004261341.50,3,3.0,0.99999994,108,4,False,1143
ur.010042625567.61,11,11.0,1.0000001,0,59091,True,7
ur.010042662246.00,15,23.0,2.0,109,16,False,182
ur.01004275576.99,733,1443.0,14.000001,0,59091,True,2
ur.010042764232.32,170,313.0,1.9999998,0,59091,True,1
ur.010043010270.06,37,37.0,0.9999999,0,59091,True,47
ur.01004303466.43,9,9.0,1.0000001,0,59091,True,77
ur.010043101264.98,10,10.0,1.0,0,59091,True,6
ur.010043122125.54,20,20.0,1.0,0,59091,True,150
ur.010043207177.36,9,17.0,2.0,0,59091,True,39
ur.010043257753.22,6,6.0,1.0,110,9,False,373
ur.01004327434.10,2,2.0,0.99999994,0,59091,True,7
ur.01004340411.26,19,19.0,0.9999999,0,59091,True,23
ur.01004342320.83,299,300.0,2.0000002,0,59091,True,1
ur.01004343557.31,21,21.0,1.0,0,59091,True,26
ur.01004351113.06,1570,1570.0,1.0000001,0,59091,True,5
ur.010043523657.34,26,26.0,1.0000001,0,59091,True,118
ur.01004355377.11,8,16.0,1.9999999,0,59091,True,18
ur.010043607371.53,10,25.0,3.0000002,111,11,False,279
ur.01004361243.16,20,20.0,1.0,0,59091,True,49
ur.01004362721.35,40,40.0,0.9999998,0,59091,True,2
ur.010043724025.15,24,24.0,1.0000001,0,59091,True,3
ur.01004373242.46,79,143.0,2.0000002,0,59091,True,1
ur.010044001541.22,47,96.0,6.9999995,0,59091,True,1
ur.010044003307.47,6,12.0,2.0,0,59091,True,41
ur.01004401202.00,7,7.0,0.99999994,0,59091,True,39
ur.010044023601.47,97,155.0,10.0,0,59091,True,12
ur.01004403436.08,31,60.0,2.0000005,0,59091,True,20
ur.01004413063.20,55,95.0,1.9999998,0,59091,True,12
ur.01004416645.95,5,5.0,0.99999994,112,6,False,791
ur.010044214366.01,106,106.0,1.0,0,59091,True,19
ur.010044314616.79,212,212.0,1.0,0,59091,True,1
ur.01004431635.89,46,46.0,0.9999999,0,59091,True,4
ur.01004433244.41,9,9.0,1.0000001,0,59091,True,10
ur.010044466651.81,13,13.0,1.0,113,14,False,205
ur.01004450572.75,52,114.0,5.0,0,59091,True,12
ur.01004457200.12,18,18.0,1.0,0,59091,True,28
ur.01004460445.52,30,35.0,2.9999993,0,59091,True,1
ur.01004463032.38,27,42.0,5.0,0,59091,True,1
ur.010044654057.82,9,9.0,1.0000001,0,59091,True,3
ur.010044673224.25,249,259.0,5.9999995,0,59091,True,4
ur.01004502070.76,368,770.0,3.0,0,59091,True,1
ur.01004503566.84,35,35.0,0.99999994,0,59091,True,2
ur.010045040154.05,32,45.0,7.9999995,0,59091,True,26
ur.010045043717.08,2,2.0,0.99999994,114,3,False,1265
ur.01004507261.51,17,34.0,1.9999999,0,59091,True,1
ur.01004515134.71,1072,2575.0,34.0,0,59091,True,4
ur.01004523261.03,39,39.0,1.0000001,0,59091,True,4
ur.01004523314.00,11,11.0,1.0000001,0,59091,True,8
ur.01004525500.78,15,15.0,0.99999994,0,59091,True,7
ur.010045356135.12,16,28.0,4.0,0,59091,True,35
ur.010045475142.99,25,39.0,3.9999998,0,59091,True,31
ur.01004550701.98,95,95.0,0.9999999,0,59091,True,3
ur.01004551261.51,97,97.0,1.0,0,59091,True,26
ur.01004552722.27,155,180.0,5.0,0,59091,True,3
ur.010045533322.35,669,795.0,12.0,0,59091,True,3
ur.01004554343.74,35,102.0,13.999999,0,59091,True,23
ur.010045631313.10,11,13.0,2.0,0,59091,True,41
ur.010045645007.48,16,16.0,1.0,0,59091,True,3
ur.01004572700.60,36,36.0,1.0000001,0,59091,True,1
ur.010046041015.21,5,5.0,0.99999994,115,6,False,799
ur.010046111322.41,7,7.0,0.99999994,0,59091,True,2
ur.010046141770.39,1570,1570.0,1.0000001,0,59091,True,5
ur.01004614224.05,4,8.0,2.0,0,59091,True,39
ur.010046236442.50,25,25.0,1.0,0,59091,True,26
ur.01004625741.05,1876,3037.0,35.0,0,59091,True,11
ur.01004633537.01,9,9.0,1.0000001,0,59091,True,28
ur.01004635363.78,1133,2764.0,25.0,0,59091,True,1
ur.010046440576.27,1570,1570.0,1.0000001,0,59091,True,5
ur.01004645754.00,6,6.0,1.0,0,59091,True,2
ur.01004650056.86,16,16.0,1.0,0,59091,True,27
ur.01004651460.38,9,9.0,1.0000001,0,59091,True,12
ur.01004656642.21,46,126.0,7.999999,0,59091,True,6
ur.01004662272.22,36,46.0,4.0,0,59091,True,47
ur.010046651475.84,5,10.0,1.9999999,116,10,False,320
ur.010046675144.45,185,185.0,1.0000002,0,59091,True,4
ur.01004670621.53,11,32.0,4.0,0,59091,True,4
ur.01004671077.10,6,6.0,1.0,117,7,False,575
ur.01004676655.51,19,36.0,2.0000002,0,59091,True,12
ur.01004700711.14,20,20.0,1.0,0,59091,True,87
ur.010047060251.91,24,24.0,1.0000001,0,59091,True,1
ur.010047073077.24,138,138.0,0.9999999,0,59091,True,23
ur.01004710533.52,108,108.0,1.0000002,0,59091,True,29
ur.010047165405.61,7,7.0,0.99999994,0,59091,True,22
ur.010047245503.13,19,19.0,0.9999999,0,59091,True,22
ur.010047264157.24,170,170.0,1.0000001,0,59091,True,7
ur.01004732051.24,39,64.0,6.000001,0,59091,True,3
ur.01004734666.62,9,9.0,1.0000001,0,59091,True,2
ur.010047363474.01,23,76.0,6.0000005,118,48,False,89
ur.01004737570.33,499,499.0,1.0000001,0,59091,True,1
ur.01004743154.54,10,10.0,1.0,0,59091,True,41
ur.010047524503.33,10,32.0,6.0,0,59091,True,4
ur.010047570157.14,5,5.0,0.99999994,119,6,False,773
ur.010047616060.50,7,7.0,0.99999994,120,8,False,451
ur.01004762515.90,114,199.0,1.9999999,0,59091,True,10
ur.010047657577.50,4,4.0,1.0,0,59091,True,14
ur.01004776552.79,6,6.0,1.0,0,59091,True,12
ur.010047770173.12,17,34.0,1.9999999,0,59091,True,1
ur.01004777527.82,17,17.0,0.99999994,0,59091,True,3
ur.01005000203.22,3,3.0,0.99999994,0,59091,True,1
ur.01005002037.47,3,3.0,0.99999994,0,59091,True,35
ur.010050035777.91,13,31.0,4.0,0,59091,True,33
ur.010050040461.33,17,34.0,5.0,121,18,False,153
ur.01005010277.13,107,149.0,5.0,0,59091,True,4
ur.01005011432.97,19,38.0,1.9999998,0,59091,True,4
ur.010050125551.13,12,25.0,4.9999995,0,59091,True,38
ur.01005013173.78,6,6.0,1.0,0,59091,True,18
ur.01005016153.78,3,3.0,0.99999994,122,7,False,537
ur.01005017746.37,150,243.0,6.0,0,59091,True,2
ur.01005020206.05,29,37.0,3.9999995,0,59091,True,2
ur.010050302252.75,547,987.0,1.9999998,0,59091,True,1
ur.010050304251.20,4,8.0,2.0,0,59091,True,22
ur.010050327072.32,6,6.0,1.0,0,59091,True,4
ur.01005037112.30,40,40.0,0.9999998,0,59091,True,17
ur.01005037174.26,9,9.0,1.0000001,0,59091,True,53
ur.01005043017.10,33,175.0,18.0,0,59091,True,19
ur.010050432246.81,3,3.0,0.99999994,123,7,False,542
ur.01005043632.41,22,24.0,2.0,0,59091,True,62
ur.01005050133.50,6,6.0,1.0,0,59091,True,7
ur.010050520654.80,7,7.0,0.99999994,124,29,False,109
ur.01005053621.81,11,22.0,2.0000002,0,59091,True,7
ur.010050542251.56,28,39.0,4.0,0,59091,True,9
ur.01005054330.06,32,32.0,0.99999994,0,59091,True,7
ur.010050634365.48,1806,2527.0,2.0,0,59091,True,5
ur.01005065066.17,184,184.0,0.99999994,0,59091,True,4
ur.010050663777.86,23,25.0,2.0,125,24,False,123
ur.01005071503.83,28,55.0,1.9999999,0,59091,True,10
ur.010050734711.53,175,294.0,8.0,0,59091,True,8
ur.010050762037.32,292,292.0,1.0,0,59091,True,24
ur.010050764712.51,12,24.0,1.9999998,0,59091,True,19
ur.010050765642.06,11,11.0,1.0000001,0,59091,True,40
ur.01005112366.82,45,91.0,5.0,0,59091,True,17
ur.01005113327.38,19,19.0,0.9999999,0,59091,True,54
ur.010051147202.77,164,312.0,2.0000002,0,59091,True,2
ur.01005114770.69,723,960.0,4.0,0,59091,True,4
ur.010051156261.22,60,84.0,5.0,0,59091,True,3
ur.01005121301.39,7,17.0,3.0,0,59091,True,15
ur.010051213521.85,7,7.0,0.99999994,37,19,False,145
ur.010051217252.22,7,7.0,0.99999994,0,59091,True,1
ur.010051261203.08,6,6.0,1.0,0,59091,True,3
ur.010051416650.54,168,317.0,3.0,0,59091,True,2
ur.010051431516.44,7,9.0,1.9999999,0,59091,True,14
ur.010051432266.13,2,4.0,1.9999999,0,59091,True,19
ur.01005145565.92,24,24.0,1.0000001,0,59091,True,8
ur.01005154525.35,14,14.0,0.99999976,126,15,False,198
ur.01005162011.75,10,20.0,2.0,0,59091,True,8
ur.010051634515.50,24,24.0,1.0000001,0,59091,True,42
ur.01005163542.72,4,4.0,1.0,0,59091,True,9
ur.010051673763.35,8,8.0,0.99999994,0,59091,True,4
ur.01005171237.38,16,30.0,2.0,0,59091,True,9
ur.010051746650.53,62,62.0,0.9999999,0,59091,True,10
ur.010051750202.47,7,7.0,0.99999994,33,20,False,142
ur.010051776436.23,1570,1570.0,1.0000001,0,59091,True,5
ur.01005203363.26,1873,5189.0,32.0,0,59091,True,1
ur.010052051536.31,4,4.0,1.0,0,59091,True,46
ur.01005213556.56,24,42.0,2.9999993,0,59091,True,10
ur.010052145346.23,9,9.0,1.0000001,0,59091,True,7
ur.0100521534.43,24,39.0,3.9999993,0,59091,True,17
ur.010052155100.11,6,10.0,2.0,0,59091,True,28
ur.010052213651.92,2,2.0,0.99999994,127,4,False,1188
ur.01005222227.43,16,16.0,1.0,0,59091,True,11
ur.010052316171.92,23,23.0,1.0,0,59091,True,29
ur.01005233656.18,520,520.0,1.0,0,59091,True,1
ur.01005236242.27,594,716.0,3.0,0,59091,True,1
ur.010052451033.24,28,28.0,0.9999999,0,59091,True,9
ur.010052465657.56,27,30.0,2.0000002,0,59091,True,1
ur.010052473266.15,5,6.0,2.0,0,59091,True,165
ur.010052525050.93,12,12.0,0.9999999,0,59091,True,6
ur.01005270362.02,11,14.0,3.0000002,0,59091,True,34
ur.010052714715.14,4,4.0,1.0,60,5,False,888
ur.01005272314.58,48,48.0,2.0000005,0,59091,True,10
ur.010053046232.02,69,85.0,4.9999995,0,59091,True,2
ur.010053064121.59,18,18.0,1.0,0,59091,True,13
ur.010053263464.08,13,13.0,1.0,0,59091,True,4
ur.010053264163.55,134,134.0,1.0000001,0,59091,True,1
ur.010053402313.18,6,10.0,1.9999998,0,59091,True,33
ur.010053416057.24,46,58.0,5.9999995,0,59091,True,50
ur.010053505745.34,4,4.0,1.0,0,59091,True,45
ur.010053556270.25,38,74.0,2.0000002,0,59091,True,16
ur.010053576635.92,26,26.0,1.0000001,0,59091,True,118
ur.010053601224.32,2,2.0,0.99999994,128,3,False,1331
ur.010053615770.28,6,6.0,1.0,129,7,False,568
ur.01005362360.25,9,18.0,2.0000002,0,59091,True,12
